Game Number,Score,Tiles Closed,Rolls,Moves
1,28,5,"[(1, 3), (1, 3), (6, 3), (2, 2)]","[(1, 3), (4,), (2, 7)]"
2,19,6,"[(6, 5), (5, 3), (2, 5), (3, 4)]","[(1, 2, 3, 5), (8,), (7,)]"
3,31,4,"[(2, 5), (4, 3), (6, 4)]","[(1, 2, 4), (7,)]"
4,17,7,"[(5, 4), (5, 3), (3, 1), (4, 3), (5, 2)]","[(1, 2, 6), (3, 5), (4,), (7,)]"
5,31,4,"[(3, 4), (2, 5), (3, 1)]","[(1, 2, 4), (7,)]"
6,35,4,"[(6, 4), (2, 1)]","[(1, 2, 3, 4)]"
7,20,6,"[(4, 3), (1, 4), (1, 6), (1, 5), (2, 2)]","[(1, 2, 4), (5,), (7,), (6,)]"
8,29,5,"[(6, 3), (4, 3), (1, 3)]","[(1, 2, 6), (3, 4)]"
9,26,5,"[(6, 5), (5, 3), (3, 5)]","[(1, 2, 3, 5), (8,)]"
10,13,7,"[(4, 3), (5, 2), (4, 2), (5, 4), (1, 2), (6, 3)]","[(1, 2, 4), (7,), (6,), (9,), (3,)]"
11,24,6,"[(6, 3), (6, 6), (1, 2)]","[(1, 2, 6), (3, 4, 5)]"
12,39,3,"[(5, 1), (1, 1)]","[(1, 2, 3)]"
13,30,5,"[(4, 6), (2, 3), (5, 5)]","[(1, 2, 3, 4), (5,)]"
14,13,7,"[(5, 3), (4, 4), (5, 4), (1, 6), (1, 2)]","[(1, 2, 5), (8,), (3, 6), (7,)]"
15,5,8,"[(2, 2), (6, 6), (6, 2), (5, 2), (3, 6), (4, 3)]","[(1, 3), (2, 4, 6), (8,), (7,), (9,)]"
16,23,6,"[(4, 1), (5, 4), (5, 3), (1, 6)]","[(1, 4), (2, 7), (3, 5)]"
17,19,6,"[(6, 5), (5, 4), (3, 3), (5, 1)]","[(1, 2, 3, 5), (9,), (6,)]"
18,18,6,"[(1, 2), (6, 3), (5, 3), (2, 5), (6, 2)]","[(1, 2), (3, 6), (8,), (7,)]"
19,37,3,"[(1, 1), (2, 4), (1, 4)]","[(2,), (1, 5)]"
20,29,5,"[(1, 1), (3, 1), (5, 5), (5, 6)]","[(2,), (1, 3), (4, 6)]"
21,18,6,"[(5, 1), (1, 3), (3, 5), (5, 4), (1, 2)]","[(1, 2, 3), (4,), (8,), (9,)]"
22,26,5,"[(2, 2), (3, 5), (5, 2), (1, 5)]","[(1, 3), (2, 6), (7,)]"
23,35,4,"[(6, 4), (2, 1)]","[(1, 2, 3, 4)]"
24,9,8,"[(4, 3), (6, 5), (5, 6), (4, 3), (2, 5)]","[(1, 2, 4), (3, 8), (5, 6), (7,)]"
25,36,3,"[(3, 6), (4, 2)]","[(1, 2, 6)]"
26,0,9,"[(1, 4), (6, 3), (5, 6), (5, 4), (5, 6)]","[(1, 4), (2, 7), (3, 8), (9,), (5, 6)]"
27,22,6,"[(3, 3), (3, 6), (6, 2), (3, 1)]","[(1, 2, 3), (4, 5), (8,)]"
28,24,6,"[(4, 1), (2, 4), (1, 2), (2, 5), (3, 3)]","[(1, 4), (6,), (3,), (2, 5)]"
29,0,9,"[(1, 5), (5, 3), (3, 2), (5, 2), (1, 3), (4, 2), (3, 6)]","[(1, 2, 3), (8,), (5,), (7,), (4,), (6,), (9,)]"
30,35,4,"[(4, 6), (1, 2)]","[(1, 2, 3, 4)]"
31,26,5,"[(3, 3), (1, 6), (2, 4), (1, 5)]","[(1, 2, 3), (7,), (6,)]"
32,15,7,"[(3, 1), (5, 5), (5, 6), (4, 1), (2, 2)]","[(1, 3), (2, 8), (4, 7), (5,)]"
33,29,5,"[(4, 6), (3, 3), (4, 2)]","[(1, 2, 3, 4), (6,)]"
34,17,6,"[(6, 2), (3, 5), (6, 6), (5, 3)]","[(1, 2, 5), (8,), (3, 9)]"
35,26,5,"[(3, 2), (5, 2), (2, 5), (1, 1)]","[(1, 4), (2, 5), (7,)]"
36,35,4,"[(1, 2), (6, 1), (2, 1)]","[(1, 2), (3, 4)]"
37,28,5,"[(4, 5), (6, 2), (4, 1)]","[(1, 2, 6), (3, 5)]"
38,31,4,"[(2, 1), (6, 5), (2, 6)]","[(1, 2), (3, 8)]"
39,24,6,"[(6, 3), (6, 6), (1, 1)]","[(1, 2, 6), (3, 4, 5)]"
40,29,5,"[(5, 4), (3, 4), (6, 5)]","[(1, 2, 6), (3, 4)]"
41,23,6,"[(5, 2), (1, 4), (4, 6), (1, 1)]","[(1, 2, 4), (5,), (3, 7)]"
42,27,5,"[(6, 2), (4, 6), (2, 1)]","[(1, 2, 5), (3, 7)]"
43,28,5,"[(5, 5), (4, 3), (1, 3)]","[(1, 2, 3, 4), (7,)]"
44,26,5,"[(4, 6), (4, 5), (1, 2)]","[(1, 2, 3, 4), (9,)]"
45,34,4,"[(2, 4), (3, 2), (1, 1)]","[(1, 2, 3), (5,)]"
46,13,7,"[(4, 5), (2, 5), (4, 3), (4, 5), (1, 3)]","[(1, 2, 6), (3, 4), (7,), (9,)]"
47,26,5,"[(3, 6), (6, 4), (4, 2)]","[(1, 2, 6), (3, 7)]"
48,32,4,"[(4, 2), (1, 6), (4, 3)]","[(1, 2, 3), (7,)]"
49,23,6,"[(5, 6), (4, 3), (3, 1), (5, 5)]","[(1, 2, 3, 5), (7,), (4,)]"
50,27,5,"[(5, 1), (3, 5), (1, 3), (5, 5)]","[(1, 2, 3), (8,), (4,)]"
51,33,4,"[(6, 6), (3, 3)]","[(1, 2, 3, 6)]"
52,29,5,"[(6, 1), (6, 3), (3, 3)]","[(1, 2, 4), (3, 6)]"
53,27,5,"[(4, 6), (2, 6), (6, 4)]","[(1, 2, 3, 4), (8,)]"
54,37,3,"[(6, 2), (3, 2)]","[(1, 2, 5)]"
55,16,7,"[(2, 2), (6, 5), (3, 5), (1, 5), (1, 1)]","[(1, 3), (2, 4, 5), (8,), (6,)]"
56,37,3,"[(6, 2), (2, 3)]","[(1, 2, 5)]"
57,35,4,"[(2, 4), (1, 3), (3, 1)]","[(1, 2, 3), (4,)]"
58,25,5,"[(1, 2), (5, 1), (5, 6), (5, 1)]","[(1, 2), (6,), (3, 8)]"
59,29,5,"[(1, 1), (5, 2), (1, 6), (2, 2)]","[(2,), (1, 6), (3, 4)]"
60,29,5,"[(3, 6), (2, 5), (5, 6)]","[(1, 2, 6), (3, 4)]"
61,16,7,"[(6, 3), (4, 5), (6, 5), (4, 1)]","[(1, 2, 6), (4, 5), (3, 8)]"
62,24,6,"[(6, 6), (6, 3), (1, 4)]","[(1, 2, 3, 6), (4, 5)]"
63,9,8,"[(3, 1), (3, 5), (5, 2), (5, 4), (3, 5), (5, 3)]","[(1, 3), (2, 6), (7,), (4, 5), (8,)]"
64,6,8,"[(1, 5), (6, 3), (5, 2), (2, 6), (5, 4), (3, 4)]","[(1, 2, 3), (4, 5), (7,), (8,), (9,)]"
65,33,4,"[(6, 6), (2, 1)]","[(1, 2, 3, 6)]"
66,30,5,"[(2, 4), (3, 2), (2, 2), (6, 4)]","[(1, 2, 3), (5,), (4,)]"
67,32,4,"[(4, 3), (2, 4), (2, 2)]","[(1, 2, 4), (6,)]"
68,23,6,"[(3, 4), (6, 4), (3, 2), (5, 2)]","[(1, 2, 4), (3, 7), (5,)]"
69,23,6,"[(5, 1), (3, 1), (3, 4), (3, 2), (5, 2)]","[(1, 2, 3), (4,), (7,), (5,)]"
70,26,5,"[(4, 4), (6, 5), (2, 3)]","[(1, 2, 5), (3, 8)]"
71,21,6,"[(5, 1), (6, 6), (5, 1), (4, 4)]","[(1, 2, 3), (4, 8), (6,)]"
72,28,5,"[(6, 4), (6, 1), (3, 4)]","[(1, 2, 3, 4), (7,)]"
73,9,8,"[(2, 5), (4, 3), (6, 2), (2, 6), (4, 2), (5, 3)]","[(1, 2, 4), (7,), (3, 5), (8,), (6,)]"
74,28,5,"[(1, 3), (3, 5), (3, 2), (1, 1)]","[(1, 3), (2, 6), (5,)]"
75,33,4,"[(1, 6), (4, 1), (2, 3)]","[(1, 2, 4), (5,)]"
76,4,8,"[(5, 3), (6, 4), (4, 2), (6, 3), (5, 3), (4, 6)]","[(1, 2, 5), (3, 7), (6,), (9,), (8,)]"
77,16,7,"[(6, 3), (6, 3), (5, 6), (3, 1)]","[(1, 2, 6), (4, 5), (3, 8)]"
78,23,6,"[(5, 6), (5, 6), (5, 5)]","[(1, 2, 3, 5), (4, 7)]"
79,18,6,"[(6, 5), (3, 4), (5, 4), (1, 6)]","[(1, 2, 3, 5), (7,), (9,)]"
80,32,4,"[(1, 3), (3, 6), (1, 6)]","[(1, 3), (2, 7)]"
81,15,7,"[(5, 6), (3, 4), (6, 6), (5, 3)]","[(1, 2, 3, 5), (7,), (4, 8)]"
82,23,6,"[(1, 1), (6, 5), (3, 6), (1, 2)]","[(2,), (1, 3, 7), (4, 5)]"
83,40,2,"[(4, 1), (1, 3)]","[(1, 4)]"
84,22,6,"[(2, 6), (4, 4), (3, 4), (3, 5)]","[(1, 2, 5), (8,), (3, 4)]"
85,6,8,"[(4, 2), (5, 6), (5, 4), (1, 4), (3, 5), (6, 1)]","[(1, 2, 3), (4, 7), (9,), (5,), (8,)]"
86,25,5,"[(2, 1), (3, 5), (5, 4), (1, 2)]","[(1, 2), (3, 5), (9,)]"
87,21,6,"[(5, 3), (3, 4), (5, 4), (4, 6)]","[(1, 2, 5), (3, 4), (9,)]"
88,12,7,"[(2, 5), (4, 1), (3, 3), (2, 6), (6, 1), (6, 2)]","[(1, 2, 4), (5,), (6,), (8,), (7,)]"
89,29,4,"[(3, 5), (4, 4), (3, 2)]","[(1, 2, 5), (8,)]"
90,20,6,"[(1, 3), (1, 5), (2, 6), (2, 5), (3, 5)]","[(1, 3), (2, 4), (8,), (7,)]"
91,28,5,"[(4, 4), (6, 3), (1, 5)]","[(1, 2, 5), (3, 6)]"
92,35,4,"[(5, 5), (2, 1)]","[(1, 2, 3, 4)]"
93,27,5,"[(3, 5), (6, 4), (1, 2)]","[(1, 2, 5), (3, 7)]"
94,40,2,"[(2, 3), (3, 1)]","[(1, 4)]"
95,24,6,"[(2, 2), (5, 6), (5, 1), (2, 2)]","[(1, 3), (2, 4, 5), (6,)]"
96,24,6,"[(2, 5), (4, 2), (6, 2), (5, 5)]","[(1, 2, 4), (6,), (3, 5)]"
97,37,3,"[(2, 6), (4, 1)]","[(1, 2, 5)]"
98,28,5,"[(4, 1), (6, 6), (2, 5)]","[(1, 4), (2, 3, 7)]"
99,12,7,"[(1, 6), (1, 5), (3, 4), (2, 3), (4, 4), (2, 5)]","[(1, 2, 4), (6,), (7,), (5,), (8,)]"
100,23,6,"[(1, 1), (5, 4), (6, 5), (4, 1)]","[(2,), (1, 3, 5), (4, 7)]"
101,29,5,"[(2, 4), (4, 6), (2, 2)]","[(1, 2, 3), (4, 6)]"
102,20,6,"[(4, 3), (4, 2), (6, 6), (1, 1)]","[(1, 2, 4), (6,), (3, 9)]"
103,34,4,"[(1, 1), (5, 4), (1, 4)]","[(2,), (1, 3, 5)]"
104,16,7,"[(6, 4), (6, 5), (5, 3), (2, 4)]","[(1, 2, 3, 4), (5, 6), (8,)]"
105,38,3,"[(5, 2), (3, 1)]","[(1, 2, 4)]"
106,30,5,"[(3, 2), (6, 4), (5, 5)]","[(1, 4), (2, 3, 5)]"
107,17,6,"[(4, 2), (3, 2), (5, 4), (5, 3), (6, 3)]","[(1, 2, 3), (5,), (9,), (8,)]"
108,38,3,"[(1, 6), (2, 2)]","[(1, 2, 4)]"
109,33,4,"[(3, 4), (3, 2), (3, 2)]","[(1, 2, 4), (5,)]"
110,37,3,"[(6, 2), (1, 1)]","[(1, 2, 5)]"
111,14,7,"[(5, 4), (5, 2), (6, 2), (2, 5), (6, 2)]","[(1, 2, 6), (3, 4), (8,), (7,)]"
112,12,7,"[(3, 3), (6, 6), (5, 1), (4, 5), (5, 3)]","[(1, 2, 3), (4, 8), (6,), (9,)]"
113,22,6,"[(5, 5), (1, 5), (1, 6), (5, 1)]","[(1, 2, 3, 4), (6,), (7,)]"
114,18,6,"[(4, 4), (1, 2), (5, 2), (3, 6), (3, 2)]","[(1, 2, 5), (3,), (7,), (9,)]"
115,28,5,"[(2, 1), (4, 2), (3, 5), (5, 1)]","[(1, 2), (6,), (3, 5)]"
116,34,4,"[(5, 6), (4, 1)]","[(1, 2, 3, 5)]"
117,10,7,"[(6, 2), (6, 6), (2, 6), (4, 3), (3, 2)]","[(1, 2, 5), (3, 9), (8,), (7,)]"
118,29,5,"[(4, 2), (4, 6), (5, 6)]","[(1, 2, 3), (4, 6)]"
119,21,6,"[(5, 1), (3, 3), (4, 1), (5, 2), (1, 2)]","[(1, 2, 3), (6,), (5,), (7,)]"
120,13,7,"[(1, 6), (6, 6), (1, 4), (6, 2), (4, 4)]","[(1, 2, 4), (3, 9), (5,), (8,)]"
121,36,3,"[(4, 5), (1, 1)]","[(1, 2, 6)]"
122,22,6,"[(3, 3), (5, 4), (3, 5), (6, 6)]","[(1, 2, 3), (4, 5), (8,)]"
123,30,5,"[(1, 5), (3, 6), (3, 2)]","[(1, 2, 3), (4, 5)]"
124,27,5,"[(3, 5), (4, 6), (2, 5)]","[(1, 2, 5), (3, 7)]"
125,28,5,"[(6, 4), (5, 2), (4, 3)]","[(1, 2, 3, 4), (7,)]"
126,30,5,"[(5, 6), (1, 3), (6, 6)]","[(1, 2, 3, 5), (4,)]"
127,31,4,"[(5, 2), (2, 5), (1, 3)]","[(1, 2, 4), (7,)]"
128,22,6,"[(1, 5), (1, 6), (2, 4), (2, 2), (4, 3)]","[(1, 2, 3), (7,), (6,), (4,)]"
129,22,6,"[(5, 1), (4, 3), (4, 6), (2, 4)]","[(1, 2, 3), (7,), (4, 6)]"
130,27,5,"[(3, 4), (6, 5), (3, 5)]","[(1, 2, 4), (3, 8)]"
131,13,7,"[(2, 2), (3, 1), (1, 4), (5, 6), (5, 3), (5, 5)]","[(1, 3), (4,), (5,), (2, 9), (8,)]"
132,30,5,"[(4, 4), (2, 5), (6, 6)]","[(1, 2, 5), (3, 4)]"
133,16,7,"[(2, 6), (5, 4), (6, 6), (4, 2)]","[(1, 2, 5), (3, 6), (4, 8)]"
134,26,5,"[(2, 2), (5, 5), (1, 4), (4, 4)]","[(1, 3), (2, 8), (5,)]"
135,27,5,"[(3, 3), (4, 1), (3, 4), (6, 1)]","[(1, 2, 3), (5,), (7,)]"
136,16,7,"[(3, 1), (6, 2), (4, 5), (5, 3), (1, 1)]","[(1, 3), (2, 6), (4, 5), (8,)]"
137,38,3,"[(6, 1), (1, 3)]","[(1, 2, 4)]"
138,34,4,"[(6, 5), (1, 2)]","[(1, 2, 3, 5)]"
139,23,5,"[(2, 5), (1, 5), (5, 4), (4, 2)]","[(1, 2, 4), (6,), (9,)]"
140,21,6,"[(3, 6), (5, 6), (1, 3), (3, 5)]","[(1, 2, 6), (3, 8), (4,)]"
141,12,7,"[(2, 6), (4, 6), (4, 5), (3, 3), (4, 5)]","[(1, 2, 5), (3, 7), (9,), (6,)]"
142,35,4,"[(2, 1), (1, 6), (2, 2)]","[(1, 2), (3, 4)]"
143,32,4,"[(1, 6), (5, 1), (3, 3)]","[(1, 2, 4), (6,)]"
144,22,6,"[(1, 5), (4, 4), (4, 5), (5, 6)]","[(1, 2, 3), (8,), (4, 5)]"
145,16,7,"[(6, 6), (6, 2), (4, 5), (3, 2)]","[(1, 2, 3, 6), (8,), (4, 5)]"
146,0,9,"[(3, 5), (5, 4), (4, 5), (6, 6), (1, 6)]","[(1, 2, 5), (3, 6), (9,), (4, 8), (7,)]"
147,11,7,"[(5, 4), (5, 3), (6, 3), (6, 2), (3, 3)]","[(1, 2, 6), (3, 5), (9,), (8,)]"
148,22,6,"[(6, 6), (6, 5), (3, 4)]","[(1, 2, 3, 6), (4, 7)]"
149,23,6,"[(5, 6), (5, 6), (1, 1)]","[(1, 2, 3, 5), (4, 7)]"
150,16,6,"[(2, 5), (1, 5), (3, 6), (3, 4), (6, 6)]","[(1, 2, 4), (6,), (9,), (7,)]"
151,21,6,"[(1, 2), (4, 5), (4, 3), (2, 3), (1, 2)]","[(1, 2), (3, 6), (7,), (5,)]"
152,28,5,"[(6, 6), (3, 2), (4, 1)]","[(1, 2, 3, 6), (5,)]"
153,24,6,"[(3, 3), (4, 5), (5, 1), (2, 3)]","[(1, 2, 3), (4, 5), (6,)]"
154,28,5,"[(5, 1), (6, 5), (5, 2)]","[(1, 2, 3), (4, 7)]"
155,29,5,"[(3, 1), (1, 5), (2, 4), (4, 6)]","[(1, 3), (2, 4), (6,)]"
156,12,7,"[(3, 1), (4, 3), (4, 3), (1, 5), (4, 5), (3, 2)]","[(1, 3), (2, 5), (7,), (6,), (9,)]"
157,30,5,"[(5, 3), (1, 6), (1, 3)]","[(1, 2, 5), (3, 4)]"
158,29,5,"[(1, 6), (5, 4), (2, 4)]","[(1, 2, 4), (3, 6)]"
159,7,8,"[(5, 3), (5, 1), (1, 3), (2, 6), (2, 1), (5, 4), (2, 1)]","[(1, 2, 5), (6,), (4,), (8,), (3,), (9,)]"
160,28,5,"[(4, 6), (4, 3), (6, 6)]","[(1, 2, 3, 4), (7,)]"
161,17,7,"[(2, 3), (4, 1), (6, 5), (4, 3), (5, 6)]","[(1, 4), (2, 3), (5, 6), (7,)]"
162,17,7,"[(3, 1), (5, 3), (1, 4), (6, 5), (6, 1)]","[(1, 3), (2, 6), (5,), (4, 7)]"
163,21,6,"[(2, 1), (6, 3), (6, 6), (4, 4)]","[(1, 2), (3, 6), (4, 8)]"
164,39,3,"[(1, 5), (1, 2)]","[(1, 2, 3)]"
165,27,5,"[(6, 4), (6, 2), (2, 2)]","[(1, 2, 3, 4), (8,)]"
166,36,3,"[(3, 6), (1, 5)]","[(1, 2, 6)]"
167,29,5,"[(2, 5), (5, 4), (2, 1)]","[(1, 2, 4), (3, 6)]"
168,24,6,"[(6, 4), (1, 4), (3, 3), (3, 3)]","[(1, 2, 3, 4), (5,), (6,)]"
169,24,6,"[(3, 3), (5, 4), (1, 5), (3, 3)]","[(1, 2, 3), (4, 5), (6,)]"
170,20,6,"[(4, 2), (6, 6), (2, 5), (6, 1)]","[(1, 2, 3), (4, 8), (7,)]"
171,30,5,"[(5, 3), (5, 2), (1, 1)]","[(1, 2, 5), (3, 4)]"
172,25,5,"[(1, 4), (6, 3), (2, 4), (4, 6)]","[(1, 4), (2, 7), (6,)]"
173,29,4,"[(4, 4), (2, 6), (6, 2)]","[(1, 2, 5), (8,)]"
174,13,7,"[(3, 3), (3, 1), (5, 4), (5, 1), (5, 2), (3, 6)]","[(1, 2, 3), (4,), (9,), (6,), (7,)]"
175,31,4,"[(1, 6), (3, 4), (3, 4)]","[(1, 2, 4), (7,)]"
176,28,5,"[(3, 5), (4, 5), (1, 5)]","[(1, 2, 5), (3, 6)]"
177,19,6,"[(6, 4), (3, 4), (3, 6), (5, 4)]","[(1, 2, 3, 4), (7,), (9,)]"
178,29,5,"[(3, 1), (6, 6), (1, 2)]","[(1, 3), (2, 4, 6)]"
179,28,5,"[(3, 4), (4, 6), (1, 2)]","[(1, 2, 4), (3, 7)]"
180,8,8,"[(1, 6), (3, 3), (6, 3), (5, 3), (5, 2), (2, 3)]","[(1, 2, 4), (6,), (9,), (3, 5), (7,)]"
181,17,7,"[(4, 1), (6, 1), (1, 5), (6, 4), (2, 1)]","[(1, 4), (2, 5), (6,), (3, 7)]"
182,25,5,"[(2, 6), (6, 6), (4, 1)]","[(1, 2, 5), (3, 9)]"
183,32,4,"[(1, 3), (3, 6), (2, 1)]","[(1, 3), (2, 7)]"
184,22,6,"[(6, 6), (6, 5), (1, 5)]","[(1, 2, 3, 6), (4, 7)]"
185,17,7,"[(5, 4), (5, 5), (5, 4), (5, 5)]","[(1, 2, 6), (3, 7), (4, 5)]"
186,38,3,"[(4, 3), (1, 3)]","[(1, 2, 4)]"
187,24,6,"[(4, 2), (5, 4), (5, 1), (2, 4)]","[(1, 2, 3), (4, 5), (6,)]"
188,20,6,"[(5, 2), (5, 4), (5, 4), (2, 1)]","[(1, 2, 4), (3, 6), (9,)]"
189,0,9,"[(1, 4), (3, 5), (3, 4), (3, 6), (6, 5), (2, 3)]","[(1, 4), (2, 6), (7,), (9,), (3, 8), (5,)]"
190,22,6,"[(2, 2), (2, 6), (6, 5), (6, 1)]","[(1, 3), (2, 6), (4, 7)]"
191,17,6,"[(3, 3), (4, 1), (5, 3), (6, 3), (1, 2)]","[(1, 2, 3), (5,), (8,), (9,)]"
192,7,8,"[(2, 3), (1, 2), (2, 6), (3, 2), (2, 6), (5, 4), (3, 1)]","[(1, 4), (3,), (2, 6), (5,), (8,), (9,)]"
193,18,6,"[(4, 3), (6, 5), (3, 6), (3, 5)]","[(1, 2, 4), (3, 8), (9,)]"
194,4,8,"[(4, 2), (1, 4), (5, 3), (3, 6), (5, 1), (4, 3), (1, 1)]","[(1, 2, 3), (5,), (8,), (9,), (6,), (7,)]"
195,38,3,"[(4, 3), (1, 1)]","[(1, 2, 4)]"
196,26,5,"[(6, 2), (2, 2), (4, 3), (4, 6)]","[(1, 2, 5), (4,), (7,)]"
197,32,4,"[(2, 1), (6, 4), (2, 1)]","[(1, 2), (3, 7)]"
198,11,7,"[(4, 4), (3, 5), (6, 3), (6, 3), (4, 6)]","[(1, 2, 5), (8,), (3, 6), (9,)]"
199,22,6,"[(5, 2), (5, 2), (5, 4), (2, 5)]","[(1, 2, 4), (7,), (3, 6)]"
200,26,5,"[(2, 1), (6, 2), (6, 2), (1, 1)]","[(1, 2), (3, 5), (8,)]"
201,19,6,"[(4, 6), (6, 3), (1, 6), (6, 6)]","[(1, 2, 3, 4), (9,), (7,)]"
